epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,4359.43,1.32129,2.29592,1.67695,0.54798,0.3402,0.3659,0.20346,1.6769,2.4308,2.17139,0.000475838,0.000475838,0.000475838
